id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
33,0.004,0.001,0.004,0.028,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.002,0.0,0.001,0.032,0.0,0.004,0.083,0.0,0.0,0.002,0.006,0.044,0.031,0.028,0.001,0.004,0.055,0.028,0.023,0.001,0.001,0.0,0.008,0.0,0.006,0.004,0.001,0.001,0.001,0.0,0.002,0.225,0.004,0.002,0.0,0.001,0.004,0.007,0.01,0.0,0.003,0.0,0.0,0.0,0.0,0.002,0.0,0.004,0.046,0.005,0.016,0.001,0.001,0.001,0.002,0.011,0.009,0.023,0.006,0.009,0.001,0.036,0.0,0.0,0.001,0.004,0.001,0.011,0.003,0.015,0.0,0.001,0.001,0.006,0.034,0.0,0.0,0.001,0.008,0.006,0.011,0.0,0.001,0.002,0.044,0.007,0.006
36,0.003,0.002,0.0,0.0,0.004,0.0,0.0,0.0,0.001,0.004,0.001,0.004,0.001,0.001,0.002,0.0,0.008,0.002,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.001,0.0,0.032,0.0,0.0,0.001,0.001,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.742,0.008,0.0,0.0,0.02,0.0,0.001,0.0,0.0,0.012,0.002,0.0,0.0,0.0,0.005,0.0,0.0,0.001,0.0,0.01,0.0,0.0,0.0,0.001,0.0
39,0.002,0.001,0.001,0.0,0.0,0.003,0.0,0.0,0.0,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.001,0.0,0.012,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.005,0.003,0.0,0.002,0.0,0.037,0.0,0.0,0.002,0.001,0.06,0.0,0.0,0.003,0.0,0.055,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.129,0.001,0.004,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.025,0.526,0.0,0.003,0.034,0.0,0.001,0.0,0.0,0.033,0.003,0.002,0.0,0.0,0.008,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0
41,0.0,0.002,0.0,0.0,0.009,0.018,0.0,0.001,0.0,0.02,0.519,0.0,0.003,0.001,0.014,0.0,0.031,0.0,0.001,0.0,0.009,0.004,0.0,0.0,0.0,0.0,0.029,0.002,0.001,0.0,0.0,0.065,0.003,0.002,0.0,0.021,0.001,0.0,0.0,0.0,0.001,0.001,0.005,0.0,0.031,0.0,0.024,0.0,0.002,0.01,0.0,0.013,0.0,0.006,0.01,0.011,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.002,0.015,0.0,0.006,0.0,0.0,0.0,0.001,0.0,0.003,0.013,0.0,0.007,0.004,0.0,0.001,0.0,0.0,0.013,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.007,0.0,0.0,0.0,0.003,0.001
44,0.0,0.0,0.001,0.005,0.001,0.0,0.003,0.005,0.0,0.0,0.0,0.011,0.002,0.01,0.0,0.0,0.0,0.007,0.004,0.0,0.001,0.0,0.001,0.002,0.014,0.0,0.0,0.0,0.016,0.004,0.009,0.0,0.0,0.008,0.005,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.0,0.001,0.006,0.003,0.0,0.621,0.043,0.004,0.007,0.0,0.0,0.0,0.0,0.007,0.0,0.008,0.0,0.002,0.004,0.0,0.0,0.017,0.014,0.007,0.002,0.0,0.01,0.0,0.001,0.0,0.0,0.0,0.022,0.007,0.009,0.0,0.0,0.0,0.003,0.027,0.0,0.0,0.001,0.0,0.005,0.038,0.0,0.002,0.0,0.002,0.0,0.011
46,0.0,0.002,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.003,0.027,0.001,0.002,0.0,0.003,0.0,0.003,0.0,0.006,0.0,0.001,0.005,0.0,0.0,0.0,0.001,0.012,0.007,0.0,0.0,0.0,0.012,0.004,0.001,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.021,0.012,0.325,0.0,0.0,0.005,0.0,0.062,0.001,0.013,0.01,0.005,0.067,0.0,0.001,0.0,0.004,0.0,0.004,0.0,0.04,0.002,0.028,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.024,0.093,0.0,0.016,0.012,0.0,0.002,0.001,0.001,0.046,0.01,0.0,0.001,0.0,0.025,0.0,0.0,0.008,0.004,0.003,0.0,0.0,0.0,0.037,0.0
47,0.0,0.0,0.008,0.017,0.0,0.0,0.004,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.007,0.001,0.006,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.001,0.004,0.012,0.019,0.0,0.007,0.013,0.009,0.016,0.011,0.0,0.003,0.008,0.0,0.634,0.0,0.002,0.0,0.0,0.002,0.0,0.007,0.0,0.001,0.0,0.0,0.0,0.016,0.008,0.007,0.002,0.0,0.003,0.0,0.0,0.0,0.002,0.004,0.022,0.0,0.003,0.0,0.002,0.0,0.001,0.007,0.0,0.0,0.008,0.0,0.017,0.006,0.0,0.014,0.01,0.007,0.004,0.0,0.001,0.021,0.002,0.0,0.0,0.001,0.001,0.031,0.0,0.0
51,0.003,0.002,0.003,0.013,0.0,0.001,0.001,0.005,0.003,0.001,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.017,0.004,0.001,0.0,0.0,0.002,0.003,0.011,0.002,0.001,0.0,0.009,0.01,0.012,0.001,0.002,0.0,0.001,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.004,0.014,0.003,0.006,0.0,0.0,0.004,0.007,0.0,0.0,0.014,0.0,0.0,0.003,0.0,0.0,0.002,0.001,0.011,0.013,0.005,0.002,0.001,0.004,0.0,0.009,0.061,0.031,0.01,0.011,0.0,0.446,0.0,0.0,0.0,0.0,0.0,0.055,0.005,0.024,0.0,0.0,0.0,0.004,0.067,0.002,0.0,0.0,0.027,0.006,0.008,0.0,0.002,0.001,0.009,0.0,0.013
52,0.002,0.004,0.0,0.0,0.0,0.001,0.0,0.055,0.011,0.0,0.015,0.037,0.007,0.451,0.007,0.024,0.001,0.008,0.003,0.004,0.009,0.0,0.003,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.0,0.001,0.002,0.008,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.016,0.067,0.007,0.0,0.01,0.036,0.007,0.02,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.001,0.001,0.007,0.0,0.0,0.001,0.002,0.005,0.01,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.001,0.019,0.0,0.0,0.0,0.001,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.036,0.019,0.002,0.011,0.0,0.0,0.031
53,0.009,0.005,0.0,0.008,0.001,0.009,0.005,0.011,0.02,0.008,0.0,0.011,0.006,0.0,0.003,0.01,0.001,0.004,0.017,0.002,0.009,0.0,0.011,0.016,0.007,0.021,0.0,0.001,0.013,0.011,0.002,0.0,0.0,0.002,0.001,0.0,0.002,0.001,0.001,0.001,0.002,0.001,0.0,0.005,0.0,0.001,0.0,0.001,0.013,0.008,0.0,0.0,0.002,0.002,0.005,0.011,0.0,0.0,0.0,0.008,0.005,0.014,0.006,0.031,0.001,0.003,0.001,0.0,0.01,0.01,0.006,0.435,0.0,0.011,0.0,0.001,0.004,0.0,0.001,0.008,0.115,0.0,0.002,0.0,0.0,0.0,0.004,0.001,0.0,0.0,0.003,0.007,0.025,0.001,0.001,0.0,0.003,0.0,0.003
57,0.001,0.0,0.0,0.014,0.0,0.0,0.001,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.003,0.002,0.0,0.001,0.001,0.001,0.002,0.0,0.002,0.001,0.001,0.013,0.002,0.001,0.0,0.0,0.0,0.015,0.001,0.001,0.003,0.002,0.0,0.0,0.001,0.004,0.001,0.0,0.0,0.0,0.001,0.0,0.002,0.001,0.0,0.0,0.0,0.005,0.001,0.0,0.0,0.002,0.002,0.004,0.791,0.0,0.0,0.0,0.002,0.001,0.001,0.013,0.014,0.002,0.002,0.0,0.01,0.0,0.001,0.001,0.0,0.0,0.006,0.0,0.016,0.0,0.0,0.0,0.001,0.002,0.002,0.0,0.002,0.022,0.0,0.001,0.0,0.0,0.0,0.009,0.0,0.002
59,0.007,0.0,0.002,0.02,0.0,0.0,0.002,0.001,0.0,0.0,0.001,0.001,0.008,0.0,0.0,0.035,0.0,0.003,0.012,0.0,0.004,0.0,0.0,0.019,0.002,0.002,0.0,0.0,0.013,0.013,0.005,0.002,0.004,0.002,0.002,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.002,0.0,0.0,0.004,0.003,0.01,0.0,0.011,0.001,0.034,0.014,0.0,0.0,0.0,0.001,0.024,0.015,0.0,0.003,0.004,0.032,0.0,0.002,0.394,0.049,0.009,0.007,0.0,0.016,0.0,0.001,0.003,0.0,0.0,0.066,0.002,0.021,0.0,0.0,0.0,0.005,0.047,0.001,0.0,0.0,0.028,0.003,0.004,0.0,0.001,0.0,0.003,0.0,0.011
62,0.0,0.0,0.015,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.003,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.001,0.003,0.001,0.001,0.0,0.0,0.0,0.004,0.0,0.003,0.038,0.131,0.011,0.039,0.0,0.0,0.001,0.001,0.003,0.0,0.002,0.0,0.0,0.011,0.0,0.002,0.0,0.0,0.0,0.0,0.639,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.001,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.0,0.0,0.004,0.001,0.006,0.0,0.005,0.003,0.0,0.0,0.0,0.001,0.004,0.004,0.0,0.0
65,0.0,0.001,0.002,0.003,0.001,0.004,0.0,0.001,0.004,0.0,0.008,0.0,0.005,0.0,0.025,0.022,0.006,0.0,0.001,0.002,0.0,0.012,0.017,0.001,0.001,0.01,0.007,0.043,0.001,0.0,0.0,0.033,0.016,0.0,0.001,0.002,0.014,0.006,0.003,0.011,0.012,0.01,0.013,0.005,0.049,0.0,0.0,0.0,0.0,0.001,0.01,0.0,0.0,0.0,0.004,0.002,0.001,0.003,0.0,0.004,0.003,0.002,0.007,0.012,0.001,0.0,0.026,0.004,0.02,0.002,0.001,0.002,0.036,0.001,0.0,0.003,0.002,0.4,0.009,0.0,0.002,0.001,0.003,0.005,0.017,0.001,0.003,0.001,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.005,0.004,0.047,0.0
68,0.005,0.58,0.0,0.001,0.01,0.002,0.0,0.009,0.024,0.03,0.01,0.026,0.026,0.022,0.025,0.003,0.025,0.006,0.0,0.004,0.009,0.0,0.001,0.0,0.0,0.001,0.034,0.0,0.0,0.001,0.0,0.001,0.009,0.002,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.016,0.003,0.0,0.002,0.0,0.0,0.0,0.02,0.008,0.0,0.001,0.0,0.002,0.014,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.0,0.001,0.002,0.002,0.0,0.0,0.0,0.0,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.013,0.001,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.003,0.004,0.0,0.001,0.015
70,0.0,0.0,0.0,0.001,0.001,0.002,0.0,0.001,0.0,0.001,0.002,0.0,0.004,0.008,0.0,0.031,0.0,0.0,0.013,0.0,0.001,0.0,0.031,0.005,0.001,0.01,0.002,0.0,0.008,0.007,0.0,0.0,0.0,0.008,0.001,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.005,0.004,0.0,0.003,0.024,0.014,0.017,0.0,0.0,0.0,0.006,0.001,0.001,0.001,0.007,0.004,0.026,0.0,0.006,0.002,0.003,0.553,0.021,0.019,0.001,0.0,0.001,0.0,0.004,0.001,0.003,0.039,0.001,0.0,0.0,0.001,0.0,0.002,0.005,0.001,0.0,0.002,0.012,0.03,0.029,0.0,0.001,0.0,0.0,0.004
74,0.0,0.0,0.002,0.006,0.0,0.006,0.002,0.001,0.0,0.0,0.0,0.003,0.0,0.001,0.0,0.086,0.0,0.001,0.006,0.001,0.001,0.0,0.013,0.003,0.008,0.009,0.0,0.0,0.585,0.09,0.004,0.0,0.001,0.001,0.002,0.0,0.002,0.001,0.001,0.0,0.0,0.0,0.009,0.003,0.0,0.0,0.0,0.0,0.0,0.001,0.008,0.0,0.016,0.003,0.002,0.002,0.001,0.0,0.0,0.0,0.01,0.002,0.023,0.0,0.0,0.0,0.005,0.006,0.008,0.004,0.005,0.002,0.002,0.007,0.0,0.001,0.0,0.0,0.0,0.02,0.002,0.01,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.001
77,0.0,0.0,0.001,0.0,0.0,0.001,0.002,0.003,0.003,0.0,0.0,0.002,0.0,0.0,0.0,0.745,0.0,0.004,0.001,0.0,0.0,0.001,0.017,0.001,0.001,0.016,0.0,0.0,0.062,0.023,0.012,0.0,0.0,0.001,0.002,0.001,0.002,0.0,0.001,0.001,0.002,0.0,0.001,0.002,0.004,0.001,0.0,0.0,0.003,0.0,0.002,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.011,0.001,0.0,0.001,0.0,0.006,0.003,0.003,0.001,0.007,0.0,0.003,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.005,0.0,0.0,0.001,0.001,0.006,0.0,0.0,0.0,0.004,0.0,0.0,0.001,0.001,0.001,0.002,0.0,0.006
79,0.002,0.002,0.0,0.0,0.016,0.029,0.001,0.003,0.003,0.023,0.059,0.001,0.002,0.001,0.002,0.0,0.009,0.001,0.001,0.0,0.008,0.002,0.002,0.001,0.0,0.0,0.004,0.003,0.0,0.002,0.0,0.007,0.001,0.004,0.0,0.681,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.006,0.0,0.004,0.0,0.0,0.006,0.0,0.001,0.0,0.002,0.005,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.005,0.002,0.012,0.0,0.001,0.0,0.007,0.002,0.004,0.001,0.002,0.006,0.0,0.01,0.004,0.0,0.011,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.01,0.004,0.0,0.0,0.0,0.009,0.001
